spcode,x,y
lasali,-71.4905,42.7606
lasneo,-71.4905,42.7606
lascla,-71.3491,42.4603
temlon,-70.9445,43.1474
monpha,-71.4075,43.5483
camame,-70.8394,42.9375
lasneo,-70.9488,43.0823
ponpen,-71.145,43.1984
ponpen,-71.8223,43.1798
lasint,-68.2861,45.3599
temcur,-71.349,43.0075
tetcae,-71.4501,43.0187
lasint,-70.9979,43.3391
tapses,-70.9445,43.1474
aphrud,-70.8725,42.9118
lascla,-70.9445,43.1474
ambpal,-68.2861,45.3599
lasfla,-70.9445,43.1474
lascla,-71.0701,43.0375
lasumb,-71.5364,43.1556
myrscu,-70.9445,43.1474
laslat,-70.8896,43.1802
tetcae,-70.8006,43.0374
forexs,-71.0972,42.8365
lasint,-72.3606,43.1488
crecer,-70.9445,43.1474
camnov,-71.1167,44.9746
crecer,-70.9979,43.3391
camnov,-71.267,44.3061
lasneo,-71.0833,43.1164
crecer,-70.8896,43.1802
myrrub,-70.8006,43.0374
forrub,-70.9445,43.1474
forsub2,-70.9445,43.1474
lasumb,-70.8558,43.2548
polluc,-70.9445,43.1474
lasneo,-70.8558,43.2548
crecer,-68.2861,45.3599
camher,-71.3915,45.0512
camnea,-68.2861,45.3599
lasumb,-71.3915,45.0512
forneo2,-71.2925,44.2745
camher,-71.2776,44.2936
forexs,-70.9445,43.1474
lasneo,-71.1317,44.7781
tapmel,-70.9436,42.9764
ponpen,-71.3915,45.0512
lasfla,-71.3491,42.4603
ponpen,-70.9445,43.1474
lasint,-71.4623,43.1783
myrfra,-72.4446,42.8637
tetcae,-70.9445,43.1474
crecer,-70.9376,43.118
lepcan,-71.4664,44.8924
camher,-71.3003,44.8996
camnov,-71.3003,44.8996
lepcan,-71.3003,44.8996
monpha,-70.7125,43.09103936
solmol,-70.7125,43.09103936
ponpen,-70.8881,43.1189
stedie,-71.2348,44.1989
stesch,-70.926,43.1116
lasali,-70.8733,42.8936
tapses,-70.9332,43.159
myrame1,-70.9709,43.1342
myrpun,-70.9709,43.1342
lasali,-72.1917,42.7847
lasali,-71.9537,42.8697
lasneo,-71.9525,42.8704
lasumb,-72.1917,42.7847
camnov,-71.3641,43.3673
lasumb,-71.3641,43.3673
stebre,-71.3641,43.3673
temlon,-71.3641,43.3673
ambpal,-71.3641,43.3673
stedie,-72.1917,42.7847
tapses,-70.7207,43.0419
camnov,-70.7207,43.0419
forneo1,-70.7207,43.0419
myrame1,-70.7207,43.0419
myrfra,-70.7207,43.0419
myrpun,-70.7207,43.0419
tetcae,-70.7207,43.0419
dolpla,-70.7207,43.0419
tapses,-70.74583333,43.04103936
forase,-70.74583333,43.04103936
lasali,-70.74583333,43.04103936
aphrud,-70.7207,43.0419
aphrud,-70.74583333,43.04103936
aphrud,-70.72916667,43.04937269
crecer,-70.7207,43.0419
myrame1,-70.74583333,43.04103936
myrpun,-70.74583333,43.04103936
stedie,-70.7207,43.0419
stedie,-70.74583333,43.04103936
steimp,-70.74583333,43.04103936
temlon,-70.74583333,43.04103936
temlon,-70.72916667,43.04937269
tetcae,-70.72916667,43.04937269
ambpal,-70.74583333,43.04103936
ponpen,-70.74583333,43.04103936
stebre,-70.9445,43.1474
stedie,-71.4298,44.9962
myrfra,-70.9383,43.1264
myrpun,-70.9352,43.1216
tapses,-70.9679,43.1264
myrame1,-70.9675,43.1261
ambpal,-70.9675,43.1261
tapses,-72.1917,42.7847
stedie,-71.3641,43.3673
lepcan,-71.3173,44.2585
myrpun,-70.9486,43.1127
laslat,-71.3491,42.4603
myrame2,-70.8881,43.1189
myrame1,-70.98,43.1559
ambpal,-70.98,43.1559
camnov,-70.8896,43.1802
camher,-71.5668,44.0062
myrame1,-70.7327,43.0465
solmol,-70.7327,43.0465
bradep,-70.7327,43.0465
proame,-70.7327,43.0465
ambpal,-70.7327,43.0465
stedie,-71.386,43.9307
forobs,-70.9709,43.1342
myrpun,-71.4905,42.7606
temlon,-70.9709,43.1342
myrpun,-70.9383,43.1264
tetcae,-70.8213,42.8828
tetcae,-68.2861,45.3599
camher,-71.1193,45.1898
myrinc,-71.4647,44.9197
forase,-71.3549,45.0881
myrfra,-71.3549,45.0881
stedie,-71.4647,44.9197
stedie,-71.2999,44.877
myrlat,-71.4647,44.9197
stedie,-71.3023,44.8744
lepcan,-71.4527,44.9606
myrfra,-71.4298,44.9962
lasali,-70.9675,43.1261
dolpus,-70.9679,43.1264
myrinc,-71.0506,43.0134
tapses,-71.4527,44.9606
forase,-70.7207,43.0419
camnov,-70.7175,43.0452
tapses,-71.4647,44.9197
lasumb,-70.9709,43.1342
tetcae,-70.9709,43.1342
lasumb,-70.9675,43.1261
aphrud,-70.9675,43.1261
temlon,-70.9675,43.1261
ponpen,-70.9675,43.1261
dolpla,-70.9679,43.1264
lepcan,-70.9675,43.1261
myrinc,-70.9675,43.1261
camnea,-70.9675,43.1261
campen,-70.9679,43.1264
crecer,-70.9383,43.1264
fordif,-70.926,43.1116
camnov,-70.9675,43.1261
crecer,-71.5259,43.2208
ponpen,-70.9709,43.1342
hyppun,-70.9368,43.0484
lasali,-70.8213,42.8828
aphrud,-70.8213,42.8828
myrpun,-70.8213,42.8828
stebre,-70.8213,42.8828
steimp,-70.8213,42.8828
temlon,-70.8213,42.8828
lasneo,-70.8213,42.8828
forint,-70.8213,42.8828
temamb,-70.8213,42.8828
ponpen,-70.82083333,42.88270602
lasint,-70.8213,42.8828
campen,-70.8213,42.8828
solmol,-70.8213,42.8828
forexs,-70.94,43.1569
dolpla,-70.8213,42.8828
laslat,-71.545,43.0133
forlas,-70.8213,42.8828
phefla,-70.9445,43.1474
camnea,-70.8213,42.8828
tapses,-70.8213,42.8828
myrame2,-70.8213,42.8828
crecer,-70.8213,42.8828
temamb,-70.9675,43.1261
crecer,-70.9675,43.1261
temlon,-72.4055,42.8628
myrpun,-70.9445,43.1474
temamb,-72.0654,44.0474
lasumb,-70.9159,43.0223
tapses,-72.0699,44.0462
lasali,-72.0654,44.0474
laspal,-72.0654,44.0474
camnea,-72.0699,44.0462
lepcan,-72.0654,44.0474
temlon,-72.0654,44.0474
campen,-72.0699,44.0462
stebre,-72.0654,44.0474
laslat,-72.3755,43.5002
ponpen,-72.0699,44.0462
ambpal,-70.9709,43.1342
camnea,-71.207,42.3308
forneo1,-70.9709,43.1342
forinc,-70.9709,43.1342
lasfla,-70.939,43.1228
tapses,-71.6203,42.7051
campen,-71.6203,42.7051
forlas,-71.6203,42.7051
lasneo,-71.6323,42.7087
tetcae,-71.6203,42.7051
lasali,-71.6692,42.7342
temlon,-71.6203,42.7051
camcar,-71.6692,42.7342
camnea,-71.6203,42.7051
laslat,-72.3039,43.7121
forinc,-71.6203,42.7051
camnov,-71.6203,42.7051
myrame1,-71.6203,42.7051
myrame2,-71.6203,42.7051
ambpal,-71.8181,43.7994
lasumb,-71.6203,42.7051
preimp,-70.8459,42.935
forobs,-71.4726,43.5132
monpha,-70.8006,43.0374
tapses,-71.4971,43.2042
forper,-71.4971,43.2042
doltas,-71.4971,43.2042
camnea,-71.4971,43.2042
campen,-71.4971,43.2042
forexs,-71.4935,43.2043
dolpla,-71.4971,43.2042
forint,-71.4971,43.2042
forneo1,-71.4971,43.2042
lasali,-71.4971,43.2042
lasumb,-71.4971,43.2042
forper,-71.4921,43.2142
camnov,-71.4971,43.2042
campen,-70.9486,43.1127
lasint,-71.4971,43.2042
lasneo,-71.4971,43.2042
myrame2,-71.4971,43.2042
tetcae,-71.4971,43.2042
myrpun,-71.4971,43.2042
crecer,-71.4971,43.2042
temcur,-71.4971,43.2042
laspal,-71.4971,43.2042
temamb,-71.4971,43.2042
temsch,-71.4971,43.2042
dolmar,-71.5803,43.1706
dolmar,-70.9964,43.7611
doltas,-71.6596,43.9435
doltas,-71.5803,43.1706
laslat,-70.9384,43.153
lasali,-70.9384,43.153
camnov,-70.9384,43.153
temlon,-70.9384,43.153
myrpun,-71.2345,43.1439
dolpus,-70.9447,43.1222
lasali,-70.9444,43.1228
stesch,-70.9444,43.1228
myrame1,-70.9447,43.1222
ambpal,-70.9444,43.1228
steimp,-70.9444,43.1228
myrame1,-71.4935,43.2043
forobs,-70.9486,43.1127
laslat,-70.9486,43.1127
ambpal,-70.9486,43.1127
dolpus,-70.9486,43.1127
lasali,-70.9486,43.1127
lasnea,-70.9486,43.1127
aphful,-70.9486,43.1127
aphrud,-70.9376,43.118
myrame1,-70.9486,43.1127
ponpen,-70.9486,43.1127
camnov,-70.9486,43.1127
aphrud,-70.9486,43.1127
stebre,-70.9486,43.1127
steimp,-70.9486,43.1127
camnea,-70.9422,43.1332
campen,-70.9464,43.1405
laslat,-70.9422,43.1332
aphrud,-70.9422,43.1332
ambpal,-70.9422,43.1332
stesch,-70.9422,43.1332
myrame1,-70.9422,43.1332
steimp,-70.9422,43.1332
temlon,-70.9422,43.1332
aphful,-70.9422,43.1332
camnov,-70.9444,43.1228
campen,-70.9444,43.1228
lasfla,-70.9444,43.1228
ponpen,-70.9444,43.1228
aphful,-70.9352,43.1216
dolmar,-70.9376,43.118
tapses,-70.9376,43.118
forobs,-70.9444,43.1228
monema,-70.9376,43.118
lasmin,-70.9444,43.1228
stesch,-70.9352,43.1216
dolpus,-70.9442,43.1474
stebre,-70.9422,43.1332
camnov,-70.9999,43.1106
dolmar,-70.9997,43.1101
lasfla,-70.9999,43.1106
preimp,-70.9996,43.1101
temcur,-70.9999,43.1106
temlon,-70.9999,43.1106
ambpal,-70.9999,43.1106
ponpen,-70.9999,43.1106
temamb,-70.9999,43.1106
forint,-70.9445,43.1474
camnov,-72.2745,43.6936
camnov,-71.3045,44.2704
camnov,-71.3915,45.0512
forsub2,-71.3045,44.2704
aphrud,-72.2745,43.6936
solmol,-72.2745,43.6936
myrpin,-71.4971,43.2042
ambpal,-71.54,41.696
ambpal,-73.092,43.033
ambpal,-72.462,44.041
camnov,-72.6714,44.6331
crecer,-73.2044,44.4717
aphrud,-72.5113,44.503
temsch,-72.7415,44.5688
tapses,-72.6801,44.6298
crecer,-73.1254,44.377
crecer,-73.1799,43.6106
aphful,-73.0573,44.2272
temamb,-73.0456,43.1668
tetcae,-72.699,44.4727
solmol,-73.2044,44.4717
aphrud,-73.2044,44.4717
aphrud,-72.8794,44.3517
temlon,-72.8794,44.3517
aphpic,-73.1468,44.5434
temlon,-73.2344,44.5606
aphpic,-72.4534,44.5463
proame,-73.1468,44.5434
tapses,-73.1468,44.5434
temlon,-73.1468,44.5434
tetcae,-73.1468,44.5434
temlon,-72.9963,44.3463
temamb,-73.1468,44.5434
tetcae,-73.2044,44.4717
aphrud,-73.1468,44.5434
pyrmet,-71.1383,42.46
pyrpul,-71.524,42.3985
aphful,-72.16,42.48
aphrud,-72.16,42.49
aphrud,-72.16,42.48
aphrud,-72.17,42.48
camher,-72.17,42.48
camnov,-72.17,42.48
campen,-72.16,42.48
campen,-72.17,42.48
forint,-72.17,42.48
forinc,-72.16,42.49
forsub1,-72.17,42.48
forsub3,-72.16,42.48
forsub3,-72.17,42.48
lasali,-72.16,42.48
lasali,-72.17,42.48
lasfla,-72.16,42.49
lasnea,-72.16,42.48
lasnea,-72.17,42.48
lasneo,-72.16,42.49
lasumb,-72.16,42.48
lepcan,-72.17,42.48
myrdet,-72.16,42.49
myrdet,-72.17,42.48
myrpun,-72.16,42.49
myrpun,-72.16,42.48
myrpun,-72.17,42.48
ponpen,-72.16,42.48
tapses,-72.16,42.49
tapses,-72.17,42.48
aphrud,-71.9,42.46
aphrud,-71.91,42.45
camnea,-71.9,42.46
camnov,-71.9,42.46
campen,-71.91,42.45
campen,-71.9,42.46
forinc,-71.9,42.46
forlas,-71.9,42.46
forneo1,-71.9,42.46
forsub3,-71.9,42.46
lasali,-71.9,42.46
lascla,-71.9,42.46
lasnea,-71.91,42.45
lasneo,-71.9,42.46
myrdet,-71.9,42.46
myrlob,-71.9,42.46
myrpun,-71.9,42.46
tapses,-71.9,42.46
aphrud,-71.77,42.55
aphrud,-71.78,42.55
campen,-71.78,42.55
campen,-71.77,42.55
forneo2,-71.77,42.55
lasfla,-71.77,42.55
lasnea,-71.78,42.55
lasneo,-71.77,42.55
lasumb,-71.78,42.55
lasumb,-71.77,42.55
myrdet,-71.77,42.55
myrpun,-71.77,42.55
preimp,-71.77,42.55
tetcae,-71.77,42.55
aphrud,-72.64,42.93
aphrud,-72.37,42.54
aphrud,-72.38,42.54
camnov,-72.37,42.54
camnov,-72.38,42.54
campen,-72.37,42.54
campen,-72.38,42.54
lasali,-72.64,42.93
lasali,-72.37,42.54
lasali,-72.38,42.54
myrdet,-72.38,42.54
myrinc,-72.37,42.54
tapses,-72.38,42.54
lasali,-72.72,42.62
aphrud,-72.2,42.68
camher,-72.19,42.68
camnea,-72.19,42.68
campen,-72.19,42.68
campen,-72.2,42.68
crelin,-72.2,42.68
dolpus,-72.19,42.68
forinc,-72.2,42.68
lasmin,-72.19,42.68
myrdet,-72.2,42.68
myrpun,-72.2,42.68
tapses,-72.19,42.68
tapses,-72.2,42.68
aphrud,-72.72,42.62
campen,-72.72,42.62
forsub3,-72.72,42.63
lasumb,-72.72,42.62
myrdet,-72.72,42.62
tapses,-72.72,42.63
aphrud,-72.7,42.4
campen,-72.7,42.4
lasali,-72.7,42.4
lascla,-72.7,42.4
lasnea,-72.7,42.4
lasneo,-72.7,42.4
myrame1,-72.7,42.4
myrnea,-72.7,42.4
steimp,-72.7,42.4
tapses,-72.7,42.4
temamb,-72.7,42.4
camnov,-73.04,42.5
campen,-73.04,42.5
campen,-73.04,42.53
forsub1,-73.04,42.5
lasali,-73.04,42.5
lasali,-73.04,42.53
lasfla,-73.04,42.5
lasumb,-73.04,42.53
lepcan,-73.04,42.5
myrdet,-73.04,42.5
myrfra,-73.04,42.5
steimp,-73.04,42.5
tapses,-73.04,42.5
aphrud,-73.28,42.4
aphrud,-72.76,42.48
camnea,-73.29,42.39
camnov,-73.29,42.39
campen,-72.76,42.48
dolpus,-73.29,42.39
forsub1,-73.29,42.39
lasali,-73.28,42.4
lasali,-72.76,42.48
lasali,-73.29,42.39
lasnea,-72.76,42.48
lassub1,-72.76,42.48
lepcan,-73.29,42.39
myrinc,-73.29,42.39
myrpun,-72.76,42.48
tapses,-73.29,42.39
temlon,-72.76,42.48
temlon,-73.29,42.39
aphrud,-73.3,42.39
aphrud,-73.29,42.39
lasali,-73.3,42.39
myrpun,-73.29,42.39
temlon,-73.3,42.39
temlon,-73.28,42.4
aphrud,-73.35,42.25
camher,-73.34,42.25
camnea,-73.34,42.25
campen,-73.34,42.25
campen,-73.35,42.25
forobs,-73.34,42.25
forsub1,-73.34,42.25
forsub3,-73.34,42.25
forsub3,-73.35,42.25
lasali,-73.35,42.25
lasfla,-73.34,42.25
lasnea,-73.35,42.25
lasumb,-73.35,42.25
temlon,-73.34,42.25
temlon,-73.35,42.25
aphrud,-73.07,42.17
aphrud,-73.08,42.16
aphrud,-73.1,42.16
camher,-73.08,42.16
camher,-73.1,42.16
camnea,-73.07,42.17
camnea,-73.1,42.16
campen,-73.07,42.17
campen,-73.08,42.16
campen,-73.1,42.16
forsub3,-73.07,42.17
lasali,-73.07,42.17
lasali,-73.1,42.16
lasnea,-73.08,42.16
lasumb,-73.07,42.17
lasumb,-73.08,42.16
myrdet,-73.07,42.17
steimp,-73.08,42.16
tapses,-73.07,42.17
tapses,-73.08,42.16
temlon,-73.08,42.16
temlon,-73.1,42.16
aphrud,-73.26,42.13
aphrud,-73.25,42.12
aphrud,-73.24,42.12
camnea,-73.24,42.12
campen,-73.26,42.13
campen,-73.24,42.12
forinc,-73.25,42.12
forsub3,-73.25,42.12
lasali,-73.26,42.13
lasali,-73.24,42.12
lasfla,-73.25,42.12
lasnea,-73.26,42.13
lasnea,-73.24,42.12
lasumb,-73.25,42.12
lasumb,-73.24,42.12
myrdet,-73.25,42.12
myrdet,-73.24,42.12
myrfra,-73.24,42.12
myrnea,-73.25,42.12
myrnea,-73.24,42.12
myrpun,-73.26,42.13
myrpun,-73.24,42.12
steimp,-73.26,42.13
steimp,-73.24,42.12
tapses,-73.25,42.12
tapses,-73.24,42.12
temlon,-73.26,42.13
temlon,-73.25,42.12
temlon,-73.24,42.12
aphrud,-72.09,42.24
campen,-72.09,42.24
forinc,-72.08,42.23
forneo1,-72.09,42.24
forsub3,-72.09,42.24
lasali,-72.09,42.24
lasnea,-72.09,42.24
lasneo,-72.08,42.23
myrdet,-72.08,42.23
myrnea,-72.08,42.23
myrpun,-72.09,42.24
tetcae,-72.08,42.23
aphrud,-72.63,42.25
bradep,-72.63,42.25
bradep,-72.65,42.25
camchr,-72.63,42.25
campen,-72.63,42.25
campen,-72.65,42.25
crecer,-72.65,42.25
crelin,-72.65,42.25
forinc,-72.65,42.25
forneo1,-72.65,42.25
forsub3,-72.63,42.25
forsub3,-72.65,42.25
lasali,-72.63,42.25
lasfla,-72.65,42.25
laslat,-72.63,42.25
lasnea,-72.63,42.25
lasneo,-72.65,42.25
lasumb,-72.65,42.25
myrame1,-72.65,42.25
myrdet,-72.65,42.25
ponpen,-72.63,42.25
tapses,-72.65,42.25
temlon,-72.63,42.25
campen,-71.89,42.49
campen,-71.89,42.48
lasali,-71.89,42.49
lasneo,-71.89,42.49
aphrud,-72.4,42.07
aphrud,-72.4,42.06
camchr,-72.4,42.07
camnov,-72.4,42.06
campen,-72.4,42.07
campen,-72.4,42.06
forinc,-72.4,42.06
forsub1,-72.4,42.06
forsub3,-72.4,42.07
forsub3,-72.4,42.06
lasali,-72.4,42.07
lasali,-72.4,42.06
lascla,-72.4,42.06
lasfla,-72.4,42.07
laslat,-72.4,42.07
lasneo,-72.4,42.06
lasneo,-72.4,42.07
lasumb,-72.4,42.07
monema,-72.4,42.06
myrame1,-72.4,42.07
myrinc,-72.4,42.07
myrpin,-72.4,42.06
myrpun,-72.4,42.07
myrpun,-72.4,42.06
ponpen,-72.4,42.06
solmol,-72.4,42.06
soltex,-72.4,42.06
stebre,-72.4,42.07
steimp,-72.4,42.07
tapses,-72.4,42.07
tapses,-72.4,42.06
temlon,-72.4,42.07
aphrud,-72.35,42.06
aphrud,-72.35,42.07
aphrud,-72.34,42.05
crelin,-72.34,42.05
dolpla,-72.34,42.05
forinc,-72.35,42.06
forinc,-72.34,42.05
forper,-72.35,42.06
forsub3,-72.35,42.06
forsub3,-72.34,42.05
lasali,-72.35,42.07
lasneo,-72.35,42.06
lasumb,-72.35,42.06
myrdet,-72.35,42.07
myrdet,-72.34,42.05
ponpen,-72.35,42.06
stebre,-72.34,42.05
tapses,-72.35,42.06
tapses,-72.35,42.07
tapses,-72.34,42.05
temamb,-72.35,42.06
temcur,-72.35,42.06
temlon,-72.34,42.05
aphrud,-71.77,42.23
camnov,-71.77,42.23
campen,-71.77,42.23
forsub3,-71.77,42.23
lasali,-71.77,42.23
lascla,-71.77,42.23
lasnea,-71.77,42.23
lasspe,-71.77,42.23
lepcan,-71.77,42.23
myrdet,-71.77,42.23
myrnea,-71.77,42.23
myrpin,-71.77,42.23
myrpun,-71.77,42.23
temamb,-71.77,42.23
aphrud,-70.68,42.09
lasali,-70.68,42.09
lasneo,-70.67,42.09
lasneo,-70.68,42.09
myrdet,-70.68,42.09
myrinc,-70.67,42.09
myrrub,-70.67,42.09
myrrub,-70.68,42.09
preimp,-70.68,42.09
stebre,-70.68,42.09
tapses,-70.68,42.09
ambpal,-71.28,42.21
aphrud,-71.21,42.12
aphrud,-71.27,42.21
aphrud,-71.28,42.21
camchr,-71.21,42.12
camchr,-71.27,42.21
camchr,-71.28,42.21
camnea,-71.21,42.12
campen,-71.21,42.12
campen,-71.27,42.21
campen,-71.28,42.21
crelin,-71.28,42.21
dolpus,-71.21,42.12
forinc,-71.21,42.12
forinc,-71.28,42.21
forneo1,-71.28,42.21
forper,-71.21,42.12
forper,-71.28,42.21
forsub1,-71.21,42.12
forsub3,-71.21,42.12
lasali,-71.21,42.12
lasali,-71.27,42.21
lascla,-71.21,42.12
lasfla,-71.28,42.21
lasnea,-71.21,42.12
lasneo,-71.21,42.12
lasumb,-71.21,42.12
lepcan,-71.21,42.12
lepcan,-71.28,42.21
myrame1,-71.21,42.12
myrame1,-71.27,42.21
myrame2,-71.21,42.12
myrdet,-71.21,42.12
myrdet,-71.27,42.21
myrdet,-71.28,42.21
myrinc,-71.27,42.21
myrlob,-71.21,42.12
myrnea,-71.21,42.12
myrnea,-71.28,42.21
myrpun,-71.21,42.12
myrpun,-71.27,42.21
stebre,-71.21,42.12
tapses,-71.21,42.12
temlon,-71.21,42.12
temsch,-71.21,42.12
tetcae,-71.28,42.21
aphrud,-70.65416667,41.72437269
camchr,-70.65416667,41.72437269
campen,-70.65416667,41.72437269
campen,-70.65416667,41.72437269
crelin,-70.65416667,41.72437269
forinc,-70.65416667,41.72437269
forint,-70.65416667,41.72437269
forper,-70.65416667,41.72437269
forsub3,-70.65416667,41.72437269
forsub3,-70.65416667,41.72437269
lasali,-70.65416667,41.72437269
lasali,-70.65416667,41.72437269
laslat,-70.65416667,41.72437269
lasnea,-70.65416667,41.72437269
lasneo,-70.65416667,41.72437269
lasumb,-70.65416667,41.72437269
myrame2,-70.65416667,41.72437269
myrdet,-70.65416667,41.72437269
myrnea,-70.65416667,41.72437269
myrpun,-70.65416667,41.72437269
steimp,-70.65416667,41.72437269
tapses,-70.65416667,41.72437269
tapses,-70.65416667,41.72437269
temlon,-70.65416667,41.72437269
tetcae,-70.65416667,41.72437269
aphrud,-70.64,41.76
camnov,-70.64,41.77
campen,-70.64,41.77
campen,-70.64,41.76
dolpla,-70.64,41.76
forinc,-70.63,41.76
forint,-70.63,41.76
forlas,-70.63,41.76
forneo1,-70.63,41.76
forsub3,-70.64,41.77
lasali,-70.64,41.77
lasali,-70.64,41.76
lascla,-70.64,41.77
lasneo,-70.63,41.76
monema,-70.63,41.76
monema,-70.64,41.76
tapses,-70.64,41.77
tapses,-70.64,41.76
temtex,-70.64,41.76
tetcae,-70.63,41.76
temamb,-70.65416667,41.72437269
aphrud,-70.62916667,41.35770602
aphrud,-70.63,41.37
aphrud,-70.6375,41.36603936
aphrud,-70.7375,41.36603936
camchr,-70.63,41.37
camchr,-70.7375,41.36603936
camnea,-70.6375,41.36603936
campen,-70.6375,41.36603936
campen,-70.7375,41.36603936
crecer,-70.63,41.37
crelin,-70.62916667,41.35770602
crelin,-70.63,41.37
crelin,-70.6375,41.36603936
crelin,-70.7375,41.36603936
dolpla,-70.6375,41.36603936
dolpus,-70.6375,41.36603936
forinc,-70.63,41.37
forinc,-70.6375,41.36603936
forinc,-70.7375,41.36603936
forlas,-70.62916667,41.35770602
forlas,-70.6375,41.36603936
forlas,-70.7375,41.36603936
forneo1,-70.63,41.37
forneo1,-70.6375,41.36603936
forobs,-70.63,41.37
forobs,-70.6375,41.36603936
forsub3,-70.7375,41.36603936
forsub3,-70.74583333,41.35770602
lasali,-70.62916667,41.35770602
lasali,-70.63,41.37
lasali,-70.6375,41.36603936
lasali,-70.7375,41.36603936
lascla,-70.7375,41.36603936
lasfla,-70.62916667,41.35770602
lasfla,-70.7375,41.36603936
lasnea,-70.62916667,41.35770602
lasnea,-70.7375,41.36603936
lasneo,-70.7375,41.36603936
lasneo,-70.74583333,41.35770602
monema,-70.7375,41.36603936
monema,-70.74583333,41.35770602
myrame2,-70.7375,41.36603936
myrdet,-70.62916667,41.35770602
myrdet,-70.6375,41.36603936
myrnea,-70.62916667,41.35770602
myrnea,-70.7375,41.36603936
myrpun,-70.63,41.37
nylpar,-70.7375,41.36603936
solmol,-70.63,41.37
solmol,-70.6375,41.36603936
solmol,-70.74583333,41.35770602
soltex,-70.63,41.37
soltex,-70.6375,41.36603936
soltex,-70.7375,41.36603936
stebre,-70.6375,41.36603936
steimp,-70.63,41.37
tapses,-70.62916667,41.35770602
tapses,-70.63,41.37
tapses,-70.6375,41.36603936
tapses,-70.74583333,41.35770602
tapses,-70.7375,41.36603936
temamb,-70.62916667,41.35770602
temamb,-70.63,41.37
temcur,-70.7375,41.36603936
aphful,-70.49,41.67
aphrud,-70.49,41.67
aphrud,-70.48,41.66
aphrud,-69.99583333,41.88270602
aphtre,-69.99583333,41.88270602
camchr,-70.48,41.66
camnea,-70.49,41.67
campen,-70.49,41.67
campen,-70.48,41.67
campen,-70.48,41.66
crelin,-69.99583333,41.88270602
dolpla,-69.99583333,41.88270602
forase,-70.48,41.66
forinc,-69.99583333,41.88270602
forlas,-69.99583333,41.88270602
forneo1,-69.99583333,41.88270602
forsub1,-70.48,41.66
forsub3,-70.49,41.67
forsub3,-70.48,41.66
forsub3,-69.99583333,41.88270602
lasali,-70.48,41.67
lasali,-70.48,41.66
lasali,-69.99583333,41.88270602
lasfla,-69.99583333,41.88270602
lasneo,-69.99583333,41.88270602
monema,-69.99583333,41.88270602
myrame1,-70.48,41.66
myrpun,-70.48,41.66
nylpar,-69.99583333,41.88270602
proame,-70.49,41.67
proame,-70.48,41.66
solmol,-69.99583333,41.88270602
steimp,-70.49,41.67
tapses,-70.48,41.66
tapses,-69.99583333,41.88270602
temamb,-69.99583333,41.88270602
temcur,-70.48,41.66
temlon,-70.49,41.67
temlon,-70.48,41.66
temtex,-69.99583333,41.88270602
tetcae,-69.99583333,41.88270602
aphrud,-71.03,41.52
forneo1,-71.03,41.52
forsub3,-71.0125,41.51603936
forsub3,-71.03,41.52
lasali,-71.03,41.52
lasneo,-71.0125,41.51603936
lasneo,-71.01,41.52
lasumb,-71.03,41.52
myrpun,-71.03,41.52
steimp,-71.03,41.52
tapses,-71.01,41.52
temamb,-71.0125,41.51603936
aphrud,-70.99,41.81
camnea,-70.99,41.81
campen,-70.99,41.81
forsub1,-70.99,41.81
lasali,-70.99,41.81
lasneo,-70.99,41.81
lasumb,-70.99,41.81
myrame1,-70.99,41.81
ponpen,-70.99,41.81
aphrud,-71.43,42.54
aphrud,-71.42,42.55
aphrud,-71.42,42.54
campen,-71.43,42.54
campen,-71.42,42.55
forneo1,-71.42,42.54
forsub3,-71.43,42.54
lasali,-71.43,42.54
lasali,-71.42,42.55
lascla,-71.43,42.54
lasnea,-71.43,42.54
lasnea,-71.42,42.55
lasumb,-71.42,42.55
myrame1,-71.42,42.55
myrdet,-71.43,42.54
myrpun,-71.43,42.54
myrpun,-71.42,42.55
solmol,-71.42,42.54
tapses,-71.42,42.55
tapses,-71.42,42.54
temamb,-71.42,42.54
temcur,-71.43,42.54
tetcae,-71.42,42.54
dolpus,-71.1,42.29
lasnea,-71.1,42.29
myrdet,-71.1,42.29
myrpun,-71.1,42.29
myrrub,-71.1,42.29
nylpar,-71.1,42.29
tapses,-71.1,42.29
temamb,-71.1,42.29
aphrud,-71.33,42.41
aphrud,-71.32,42.41
bradep,-71.33,42.41
campen,-71.33,42.41
campen,-71.32,42.41
forneo1,-71.33,42.41
forneo1,-71.32,42.41
forsub3,-71.33,42.41
lascla,-71.32,42.41
lasnea,-71.33,42.41
lasnea,-71.32,42.41
lasumb,-71.33,42.41
myrdet,-71.33,42.41
myrdet,-71.32,42.41
myrpun,-71.33,42.41
myrpun,-71.32,42.41
preimp,-71.33,42.41
solmol,-71.33,42.41
stebre,-71.33,42.41
steimp,-71.33,42.41
steimp,-71.32,42.41
temamb,-71.33,42.41
temcur,-71.32,42.41
temlon,-71.32,42.41
aphful,-70.86,42.77
aphrud,-70.86,42.77
bradep,-70.86,42.77
campen,-70.86,42.77
forinc,-70.86,42.77
forlas,-70.86,42.77
forneo1,-70.86,42.77
lasali,-70.86,42.77
laslat,-70.86,42.77
lasneo,-70.86,42.77
myrame2,-70.86,42.77
myrdet,-70.86,42.77
myrnea,-70.86,42.77
ponpen,-70.86,42.77
proame,-70.86,42.77
steimp,-70.86,42.77
tapses,-70.86,42.77
tetcae,-70.86,42.77
