TRANSECT,STOP,LAT_WGS84,LONG_WGS84,SPECIES,PRES
483211658,4,48.5219,-116.95827,DEJU,1
483311424,2,48.5486,-114.41039,DEJU,1
483311424,3,48.54571,-114.41084,DEJU,1
483311424,4,48.54376,-114.40836,DEJU,1
483311424,5,48.54176,-114.40574,DEJU,1
483311424,6,48.53945,-114.404,DEJU,1
483311424,7,48.53741,-114.40143,DEJU,1
483311424,8,48.53556,-114.40419,DEJU,1
483311424,10,48.53046,-114.40484,DEJU,1
483311613,3,48.55017,-116.22372,DEJU,1
483311613,4,48.54807,-116.22242,DEJU,1
483311613,5,48.54517,-116.22048,DEJU,1
483311613,6,48.54393,-116.21749,DEJU,0
483411412,3,48.57023,-114.21168,DEJU,1
483411412,4,48.56779,-114.21163,DEJU,1
483411412,5,48.56549,-114.20912,DEJU,1
483411412,6,48.56281,-114.21014,DEJU,0
483411447,6,48.56554,-114.80658,DEJU,1
483411447,7,48.56842,-114.80599,DEJU,1
483411447,8,48.56994,-114.80217,DEJU,1
483411447,9,48.57204,-114.79903,DEJU,1
483511417,1,48.59313,-114.29228,DEJU,1
483511417,2,48.592,-114.2961,DEJU,1
483511417,3,48.59058,-114.29961,DEJU,1
483511417,4,48.58853,-114.30266,DEJU,1
483611612,1,48.59386,-116.20231,DEJU,1
483611612,2,48.59453,-116.19824,DEJU,1
483611612,3,48.59572,-116.1946,DEJU,1
483611612,4,48.59754,-116.19163,DEJU,1
484111703,2,48.68931,-117.05901,DEJU,1
484111703,3,48.69098,-117.06211,DEJU,0
484111703,4,48.69253,-117.06499,DEJU,1
484111703,5,48.69493,-117.06561,DEJU,1
484211532,1,48.70417,-115.54617,DEJU,1
484211532,2,48.70213,-115.54797,DEJU,1
484211532,3,48.6996,-115.548,DEJU,1
484211532,4,48.69794,-115.54603,DEJU,0
484311626,3,48.7127,-116.44333,DEJU,1
484311626,4,48.71292,-116.44706,DEJU,1
484311626,5,48.71388,-116.45067,DEJU,1
484311626,6,48.7159,-116.45329,DEJU,0
484311626,7,48.71782,-116.45619,DEJU,1
484311626,8,48.71854,-116.46008,DEJU,1
484311626,9,48.71925,-116.46416,DEJU,1
484311626,10,48.72042,-116.46815,DEJU,1
484311659,7,48.70995,-116.9911,DEJU,1
484311659,8,48.70778,-116.99067,DEJU,1
484311659,9,48.70707,-116.98612,DEJU,0
484311659,10,48.70802,-116.98253,DEJU,1
484411422,1,48.74651,-114.37358,DEJU,1
484411422,3,48.74502,-114.37917,DEJU,1
484411422,4,48.74354,-114.383,DEJU,1
484411422,5,48.74232,-114.38681,DEJU,1
484411422,6,48.74085,-114.39048,DEJU,1
484411502,5,48.73291,-115.03742,DEJU,1
484411502,6,48.73624,-115.04065,DEJU,1
484411502,7,48.73848,-115.04215,DEJU,1
484411502,8,48.73992,-115.04564,DEJU,1
484411514,1,48.73031,-115.23418,DEJU,1
484411514,2,48.72761,-115.2347,DEJU,1
484411514,3,48.72447,-115.23463,DEJU,1
484411514,4,48.72172,-115.2337,DEJU,1
484711514,3,48.78274,-115.21829,DEJU,1
484711514,4,48.78114,-115.22118,DEJU,1
484711514,5,48.78151,-115.22463,DEJU,1
484711514,6,48.78292,-115.2279,DEJU,1
484711545,7,48.77964,-115.07468,DEJU,1
484711545,8,48.77779,-115.07313,DEJU,1
484711545,9,48.77539,-115.07367,DEJU,1
484711545,10,48.77299,-115.07162,DEJU,1
484811542,2,48.80751,-115.70406,DEJU,1
484811542,3,48.80668,-115.7078,DEJU,1
484811542,4,48.80481,-115.7112,DEJU,1
484811542,5,48.80244,-115.71268,DEJU,1
485011425,2,48.84317,-114.41832,DEJU,1
485011425,3,48.84381,-114.42299,DEJU,0
485011425,4,48.84484,-114.42643,DEJU,1
485011425,5,48.84586,-114.42954,DEJU,1
485011438,4,48.84684,-114.62842,DEJU,1
485011438,5,48.84598,-114.6322,DEJU,0
485011438,6,48.84472,-114.63581,DEJU,0
485011438,7,48.84336,-114.63953,DEJU,1
485111617,3,48.85311,-116.27618,DEJU,1
485111617,4,48.85601,-116.27518,DEJU,1
485111617,5,48.85794,-116.27299,DEJU,1
485111617,6,48.85645,-116.26971,DEJU,0
485411621,3,48.90396,-116.34657,DEJU,1
485411621,4,48.90177,-116.34565,DEJU,1
485411621,5,48.89939,-116.34399,DEJU,1
485411621,6,48.89691,-116.34466,DEJU,1
485711534,6,48.95558,-115.56795,DEJU,1
485711534,7,48.95729,-115.572151,DEJU,1
485711534,8,48.95851,-115.57563,DEJU,1
485711534,9,48.9601,-115.57892,DEJU,0
485711639,2,48.95437,-116.65325,DEJU,1
485711639,3,48.95455,-116.65688,DEJU,1
485711639,4,48.95337,-116.66035,DEJU,1
485711639,5,48.95279,-116.66428,DEJU,1
485811452,1,48.97542,-114.86338,DEJU,0
485911509,1,48.9957,-115.16097,DEJU,1
485911509,2,48.99591,-115.15772,DEJU,1
485911509,3,48.99594,-115.15472,DEJU,1
485911509,4,48.9954,-115.15087,DEJU,1
485911509,5,48.99493,-115.14774,DEJU,1
485911509,6,48.99442,-115.14438,DEJU,1
485911509,7,48.99349,-115.14106,DEJU,1
485911509,8,48.99302,-115.13743,DEJU,1
485911509,9,48.9926,-115.13437,DEJU,1
485911509,10,48.99243,-115.131,DEJU,1
452511619,5,45.34436,-116.40824,DOWO,0
452511619,6,45.34442,-116.41219,DOWO,0
452511619,9,45.34158,-116.41286,DOWO,0
452511625,1,45.418671,-116.418907,DOWO,0
452511625,4,45.41836,-116.41503,DOWO,0
452511625,6,45.41575,-116.41619,DOWO,0
452511625,8,45.4139,-116.41852,DOWO,0
452711607,1,45.45562,-116.12844,DOWO,0
452711607,2,45.45778,-116.12914,DOWO,0
452711607,3,45.46014,-116.12991,DOWO,0
452711607,4,45.46207,-116.13125,DOWO,0
452711607,5,45.46433,-116.13058,DOWO,0
452711607,6,45.46661,-116.12928,DOWO,0
452711607,7,45.46864,-116.13017,DOWO,0
453111557,2,45.52757,-115.96616,DOWO,0
453111557,3,45.52929,-115.96603,DOWO,0
453111557,4,45.53079,-115.965,DOWO,0
453111557,5,45.53266,-115.96421,DOWO,0
453111557,6,45.53357,-115.96142,DOWO,0
453111557,7,45.53503,-115.96023,DOWO,0
453111557,8,45.53712,-115.96009,DOWO,0
453111557,9,45.53833,-115.95821,DOWO,0
453111557,10,45.53633,-115.9573,DOWO,1
453211419,2,45.52158,-114.32411,DOWO,0
453211419,3,45.52084,-114.32761,DOWO,0
453211419,4,45.52102,-114.33132,DOWO,0
453211419,5,45.52142,-114.33499,DOWO,0
453611624,2,45.60711,-116.40203,DOWO,0
453611624,3,45.60545,-116.40374,DOWO,0
453611624,4,45.60365,-116.40572,DOWO,0
453611624,5,45.60244,-116.40804,DOWO,0
453711622,2,45.61656,-116.3635,DOWO,0
453711622,3,45.61716,-116.35984,DOWO,0
453711622,4,45.61928,-116.35943,DOWO,0
453711622,6,45.61963,-116.35619,DOWO,0
454211602,1,45.70787,-116.0458,DOWO,0
454211602,2,45.70554,-116.0465,DOWO,0
454211602,4,45.70182,-116.04845,DOWO,0
454211602,5,45.69992,-116.04983,DOWO,0
454211602,7,45.69683,-116.04909,DOWO,0
454211602,9,45.69469,-116.05297,DOWO,0
454311415,4,45.71343,-114.24418,DOWO,0
454311415,5,45.71366,-114.24151,DOWO,0
454311415,7,45.71333,-114.23524,DOWO,0
454311415,8,45.71468,-114.23209,DOWO,0
454611543,1,45.78026,-115.72631,DOWO,0
454611543,2,45.78188,-115.72364,DOWO,0
454611543,3,45.78344,-115.72028,DOWO,0
454611543,4,45.78277,-115.71739,DOWO,0
454611543,5,45.78429,-115.71355,DOWO,0
454611545,1,45.7691,-115.75959,DOWO,0
454611545,2,45.76693,-115.76238,DOWO,0
454611545,3,45.76708,-115.7653,DOWO,0
454611545,4,45.76546,-115.76897,DOWO,0
454611607,2,45.7755,-116.09098,DOWO,0
454611607,3,45.7773,-116.09215,DOWO,0
454611607,4,45.777137,-116.095491,DOWO,0
454611607,5,45.777043,-116.098291,DOWO,0
454811410,1,45.80943,-114.16805,DOWO,0
454811410,2,45.80956,-114.16416,DOWO,0
454811410,3,45.80915,-114.16035,DOWO,0
454811410,4,45.80801,-114.1569,DOWO,0
454911350,2,45.80914,-113.83555,DOWO,0
454911350,3,45.80767,-113.83771,DOWO,0
454911350,4,45.805482,-113.837786,DOWO,0
454911350,5,45.80345,-113.83944,DOWO,0
454911419,1,45.814336,-114.320557,DOWO,0
454911419,2,45.81487,-114.32368,DOWO,0
454911419,3,45.81517,-114.32592,DOWO,0
454911419,4,45.8157,-114.32868,DOWO,0
454911419,5,45.81659,-114.33102,DOWO,0
454911419,6,45.81749,-114.33303,DOWO,0
454911419,7,45.81674,-114.33619,DOWO,0
454911419,8,45.81602,-114.33941,DOWO,0
454911419,9,45.81605,-114.34238,DOWO,0
454911419,10,45.81587,-114.34547,DOWO,0
455011350,2,45.8449,-113.83392,DOWO,0
455011350,3,45.84721,-113.83467,DOWO,0
455011350,4,45.84961,-113.83323,DOWO,0
455111412,1,45.85476,-114.20238,DOWO,0
455111412,2,45.85283,-114.20495,DOWO,0
455111412,3,45.85049,-114.20708,DOWO,0
455111412,4,45.8483,-114.20575,DOWO,0
455111412,5,45.84605,-114.20402,DOWO,0
455111412,6,45.84468,-114.20159,DOWO,0
455111412,7,45.84186,-114.20255,DOWO,0
455111412,8,45.84301,-114.20508,DOWO,0
455111412,9,45.84209,-114.20914,DOWO,0
455111412,10,45.84422,-114.20861,DOWO,0
455511342,3,45.90648,-113.68566,DOWO,0
455511342,4,45.90607,-113.68198,DOWO,0
455511342,5,45.90565,-113.67847,DOWO,0
455511342,6,45.90544,-113.67485,DOWO,0
455511354,1,45.91705,-113.89507,DOWO,0
455511354,2,45.91957,-113.89466,DOWO,0
455511354,3,45.9211,-113.89149,DOWO,0
455511354,4,45.92269,-113.8946,DOWO,0
455511354,5,45.92536,-113.89503,DOWO,0
455511354,6,45.92727,-113.89292,DOWO,0
455511354,7,45.92951,-113.89154,DOWO,0
455511354,8,45.92759,-113.89534,DOWO,0
455511354,9,45.92677,-113.89821,DOWO,0
455511354,10,45.92451,-113.89928,DOWO,0
455511553,2,45.91846,-115.89247,DOWO,0
455511553,3,45.92053,-115.89103,DOWO,0
455511553,4,45.92268,-115.8916,DOWO,0
455511553,5,45.92542,-115.89201,DOWO,0
455711402,2,45.95904,-114.04293,DOWO,0
455711402,3,45.9619,-114.04331,DOWO,0
455711402,4,45.9606,-114.04627,DOWO,0
455711402,5,45.96072,-114.05024,DOWO,0
460011546,1,46.00842,-115.77567,DOWO,0
460011546,2,46.01067,-115.7766,DOWO,0
460011546,3,46.01317,-115.77657,DOWO,0
460011546,4,46.01522,-115.77685,DOWO,0
460011546,5,46.01667,-115.77882,DOWO,0
460011546,6,46.01672,-115.7823,DOWO,0
460011546,7,46.01772,-115.78447,DOWO,0
460011546,8,46.01849,-115.7868,DOWO,0
460211517,4,46.04065,-115.2829,DOWO,0
460211517,5,46.03897,-115.28099,DOWO,0
460211517,7,46.03824,-115.27641,DOWO,0
460211517,9,46.036954,-115.271372,DOWO,0
460311414,2,46.05664,-114.22984,DOWO,0
460311414,3,46.0542,-114.2315,DOWO,0
460311414,4,46.05167,-114.2353,DOWO,0
460311414,5,46.0513,-114.23167,DOWO,1
460511406,1,46.07914,-114.10619,DOWO,0
460511406,2,46.07699,-114.10429,DOWO,0
460511406,3,46.07523,-114.1066,DOWO,0
460511406,5,46.07144,-114.10627,DOWO,0
460611532,1,46.09711,-115.53754,DOWO,0
460611532,3,46.1031,-115.54063,DOWO,0
460611532,5,46.10536,-115.55093,DOWO,0
460611532,6,46.10672,-115.54823,DOWO,0
460611549,2,46.09538,-115.8207,DOWO,0
460611549,3,46.09334,-115.82,DOWO,0
460611549,4,46.0914,-115.81729,DOWO,0
460611549,5,46.08943,-115.8162,DOWO,0
460711353,2,46.11398,-113.88292,DOWO,0
460711353,3,46.11251,-113.88489,DOWO,0
460711353,4,46.11075,-113.88213,DOWO,0
460711353,5,46.10936,-113.87894,DOWO,0
461011359,7,46.17791,-113.97005,DOWO,0
461011359,8,46.17368,-113.97209,DOWO,0
461011359,9,46.17207,-113.97472,DOWO,0
461011359,10,46.16933,-113.97556,DOWO,0
461211355,1,46.20112,-113.91432,DOWO,0
461211355,2,46.20291,-113.91152,DOWO,0
461211355,3,46.20438,-113.90809,DOWO,0
461211355,4,46.2072,-113.90784,DOWO,0
461311531,1,46.22215,-115.5273,DOWO,0
461311531,4,46.22389,-115.52831,DOWO,0
461311531,7,46.22569,-115.52826,DOWO,0
461311531,8,46.22733,-115.52739,DOWO,0
461311531,9,46.22894,-115.52695,DOWO,0
461311531,10,46.23088,-115.5269,DOWO,0
461411334,7,46.22148,-113.58332,DOWO,0
461411334,8,46.21913,-113.58458,DOWO,0
461411334,9,46.21743,-113.58744,DOWO,0
461411334,10,46.21508,-113.5897,DOWO,0
461411529,7,46.23315,-115.4933,DOWO,0
461411529,8,46.23546,-115.49136,DOWO,0
461411529,9,46.23685,-115.48914,DOWO,0
461411529,10,46.2379,-115.4867,DOWO,0
461611540,2,46.27586,-115.67467,DOWO,0
461611540,4,46.27422,-115.6692,DOWO,0
461611540,5,46.27169,-115.66945,DOWO,0
461611540,6,46.27164,-115.67316,DOWO,0
461611540,7,46.27099,-115.66529,DOWO,0
461611540,8,46.27272,-115.66522,DOWO,0
461611540,9,46.27421,-115.66388,DOWO,0
461611540,10,46.27594,-115.66989,DOWO,0
461711356,5,46.288529,-113.945748,DOWO,0
461711356,7,46.289874,-113.938753,DOWO,0
461711356,8,46.28732,-113.940719,DOWO,0
461711356,9,46.28464,-113.93864,DOWO,0
461911357,2,46.3205,-113.9526,DOWO,0
461911357,3,46.32253,-113.95509,DOWO,0
461911357,4,46.32444,-113.95203,DOWO,0
461911357,5,46.32658,-113.95385,DOWO,0
461911414,2,46.32473,-114.24032,DOWO,0
461911414,3,46.32689,-114.24169,DOWO,0
461911414,4,46.32939,-114.23862,DOWO,0
461911414,5,46.33162,-114.23741,DOWO,0
462111549,5,46.34649,-115.80858,DOWO,0
462111549,6,46.34769,-115.80497,DOWO,0
462111549,7,46.34815,-115.80167,DOWO,0
462111549,8,46.34863,-115.79752,DOWO,0
462511331,1,46.41703,-113.5165,DOWO,0
462511331,2,46.41588,-113.51975,DOWO,0
462511331,3,46.41543,-113.5235,DOWO,0
462511331,4,46.41491,-113.52753,DOWO,0
462511548,1,46.4271,-115.80405,DOWO,0
462511548,2,46.4285,-115.80803,DOWO,0
462511548,3,46.43065,-115.80968,DOWO,0
462511548,4,46.43223,-115.81238,DOWO,0
462511609,1,46.41562,-116.17467,DOWO,0
462511609,3,46.41688,-116.16822,DOWO,0
462511609,4,46.41717,-116.16528,DOWO,0
462511609,5,46.41692,-116.1618,DOWO,0
462511609,6,46.4167,-116.15854,DOWO,0
462511609,7,46.41667,-116.15556,DOWO,0
462611657,1,46.43011,-115.96788,DOWO,0
462611657,2,46.4268,-115.96959,DOWO,0
462611657,3,46.42433,-115.9701,DOWO,0
462611657,4,46.42194,-115.97054,DOWO,0
462711412,1,46.44594,-114.20494,DOWO,0
462711412,2,46.44435,-114.20496,DOWO,0
462711412,3,46.44337,-114.20773,DOWO,0
462711412,4,46.44263,-114.21094,DOWO,0
462711412,5,46.44206,-114.21383,DOWO,0
462711412,6,46.44007,-114.21682,DOWO,0
462711412,7,46.43928,-114.21976,DOWO,0
462711412,8,46.43727,-114.22111,DOWO,0
462711412,9,46.43686,-114.22449,DOWO,0
462711412,10,46.43707,-114.22803,DOWO,0
462711415,1,46.43608,-114.25291,DOWO,0
462711415,2,46.4373,-114.25529,DOWO,0
462711415,3,46.4387,-114.25791,DOWO,0
462711415,4,46.44117,-114.25786,DOWO,0
462711415,5,46.44304,-114.25965,DOWO,0
462711415,6,46.445111,-114.259333,DOWO,0
462711415,7,46.44732,-114.26019,DOWO,0
462711415,8,46.44964,-114.26157,DOWO,0
462711415,10,46.45246,-114.26601,DOWO,0
462711501,1,46.46095,-115.01879,DOWO,0
462711501,2,46.45881,-115.01941,DOWO,0
462711501,3,46.45808,-115.016578,DOWO,0
462711501,4,46.457034,-115.01428,DOWO,0
462711501,5,46.455194,-115.013415,DOWO,0
462711501,6,46.45513,-115.01059,DOWO,0
462711501,7,46.45505,-115.00791,DOWO,0
462711501,9,46.453301,-115.007847,DOWO,0
462711501,10,46.451713,-115.009974,DOWO,0
463111345,2,46.5172,-113.75256,DOWO,0
463111345,4,46.51921,-113.75373,DOWO,0
463111345,6,46.52141,-113.75267,DOWO,0
463111345,9,46.52166,-113.7485,DOWO,0
463111410,2,46.51847,-114.17879,DOWO,0
463111410,3,46.5189,-114.18334,DOWO,0
463111410,4,46.52151,-114.18564,DOWO,0
463111410,5,46.52426,-114.17993,DOWO,0
463111547,2,46.53366,-115.79055,DOWO,0
463111547,3,46.53542,-115.79299,DOWO,0
463111547,4,46.53714,-115.7953,DOWO,0
463111547,5,46.53864,-115.79821,DOWO,0
463111612,1,46.52822,-116.15076,DOWO,0
463111612,2,46.52676,-116.15359,DOWO,0
463111612,3,46.52369,-116.15612,DOWO,0
463311442,1,46.54946,-114.70869,DOWO,0
463311442,2,46.552,-114.70882,DOWO,0
463311442,3,46.5544,-114.70899,DOWO,0
463311442,4,46.55382,-114.71049,DOWO,0
463311442,5,46.55318,-114.71333,DOWO,0
463311442,6,46.55346,-114.71578,DOWO,0
463311442,7,46.55212,-114.7183,DOWO,0
463311442,8,46.55003,-114.72025,DOWO,0
463311442,9,46.55012,-114.72337,DOWO,0
463311442,10,46.54966,-114.7265,DOWO,0
463411339,1,46.5746,-113.65704,DOWO,0
463411339,2,46.57606,-113.65369,DOWO,0
463411339,3,46.57646,-113.65014,DOWO,0
463411339,4,46.57705,-113.64648,DOWO,0
463411541,2,46.56858,-115.68473,DOWO,0
463411541,3,46.56568,-115.68288,DOWO,0
463411541,4,46.563234,-115.682031,DOWO,0
463411541,6,46.55923,-115.6827,DOWO,0
463611602,2,46.60432,-116.04767,DOWO,0
463611602,3,46.60199,-116.04762,DOWO,0
463611602,4,46.59981,-116.04651,DOWO,0
463611602,5,46.59838,-116.04414,DOWO,0
463911335,3,46.65281,-113.59163,DOWO,0
463911335,6,46.65818,-113.588315,DOWO,0
464011549,2,46.67459,-115.81203,DOWO,0
464011549,7,46.67425,-115.80531,DOWO,0
464011549,9,46.67386,-115.80183,DOWO,0
464011549,10,46.67484,-115.79837,DOWO,0
464111333,6,46.6841,-113.54969,DOWO,0
464111333,7,46.68406,-113.54658,DOWO,0
464111333,8,46.68359,-113.54278,DOWO,0
464111333,9,46.68546,-113.54407,DOWO,0
464111346,1,46.67964,-113.77425,DOWO,0
464111346,2,46.67771,-113.77153,DOWO,0
464111346,3,46.67599,-113.76858,DOWO,0
464111346,4,46.67442,-113.7657,DOWO,0
464111346,5,46.67215,-113.76762,DOWO,0
464111346,6,46.67067,-113.76894,DOWO,0
464111346,7,46.669135,-113.772611,DOWO,0
464111346,8,46.667553,-113.77506,DOWO,0
464111346,9,46.66617,-113.77832,DOWO,0
464111346,10,46.66529,-113.78188,DOWO,0
464111429,2,46.68394,-114.48334,DOWO,0
464111429,3,46.68475,-114.47752,DOWO,0
464111429,4,46.6847,-114.47394,DOWO,0
464111429,5,46.68368,-114.47052,DOWO,0
464111541,2,46.67749,-115.69514,DOWO,0
464111541,3,46.67924,-115.69706,DOWO,0
464111541,5,46.68062,-115.70165,DOWO,0
464111541,6,46.68223,-115.70306,DOWO,0
464211620,1,46.71048,-116.333422,DOWO,0
464211620,2,46.704705,-116.336406,DOWO,0
464211620,3,46.70582,-116.34253,DOWO,0
464211620,4,46.702254,-116.345632,DOWO,0
464211620,5,46.69822,-116.34303,DOWO,0
464211620,6,46.696989,-116.347886,DOWO,0
464211620,7,46.694591,-116.351154,DOWO,0
464411429,7,46.729805,-114.472223,DOWO,0
464411429,8,46.732151,-114.470581,DOWO,0
464411429,9,46.733301,-114.468467,DOWO,0
464611435,6,46.7756,-114.5858,DOWO,0
464611435,7,46.77715,-114.58801,DOWO,0
464611435,8,46.7799,-114.59097,DOWO,0
464611435,9,46.78185,-114.59379,DOWO,0
464611552,6,46.78105,-115.89746,DOWO,0
464611552,8,46.77874,-115.90302,DOWO,0
464611552,9,46.77952,-115.90683,DOWO,0
464811437,2,46.817132,-114.618895,DOWO,0
464811437,3,46.81928,-114.61701,DOWO,0
464811437,6,46.825848,-114.610257,DOWO,0
464911437,1,46.81466,-114.62027,DOWO,0
464911437,4,46.82144,-114.61497,DOWO,0
464911437,5,46.82381,-114.61318,DOWO,0
464911437,7,46.82816,-114.60866,DOWO,0
464911437,8,46.83071,-114.60751,DOWO,0
464911437,9,46.83341,-114.60575,DOWO,0
464911437,10,46.8353,-114.6043,DOWO,0
464911545,4,46.81556,-115.74441,DOWO,0
464911545,6,46.81946,-115.7476,DOWO,0
464911545,8,46.82236,-115.75162,DOWO,0
464911545,10,46.82322,-115.75454,DOWO,0
464911639,2,46.829832,-116.660491,DOWO,0
464911639,3,46.829805,-116.664081,DOWO,0
464911639,4,46.828545,-116.665991,DOWO,0
464911639,5,46.82804,-116.66988,DOWO,1
465011526,2,46.845242,-115.447625,DOWO,0
465011526,3,46.844985,-115.450353,DOWO,0
465011526,6,46.84055,-115.45539,DOWO,0
465011526,7,46.83924,-115.45805,DOWO,0
465011526,8,46.83784,-115.46099,DOWO,0
465011526,9,46.83636,-115.46317,DOWO,0
465011526,10,46.83428,-115.46313,DOWO,0
465011535,3,46.84118,-115.58739,DOWO,0
465011535,4,46.84249,-115.58549,DOWO,0
465011535,5,46.84429,-115.5861,DOWO,0
465011535,6,46.84534,-115.58543,DOWO,0
465011535,7,46.84665,-115.58639,DOWO,0
465011535,8,46.847239,-115.584582,DOWO,0
465011535,9,46.84821,-115.58585,DOWO,0
465011535,10,46.8487,-115.58865,DOWO,0
465411416,1,46.91595,-114.26744,DOWO,0
465411416,2,46.91785,-114.2697,DOWO,0
465411416,3,46.92004,-114.272,DOWO,0
465411416,4,46.92148,-114.27537,DOWO,0
465411416,6,46.92215,-114.28221,DOWO,0
465411416,7,46.9234,-114.2866,DOWO,0
465411416,8,46.92466,-114.28905,DOWO,0
465411416,9,46.92598,-114.29189,DOWO,0
465411416,10,46.92682,-114.29455,DOWO,0
465411441,4,46.90041,-114.68331,DOWO,0
465411441,5,46.89979,-114.68035,DOWO,0
465411441,6,46.89938,-114.67741,DOWO,0
465411441,7,46.89894,-114.67413,DOWO,0
465611444,6,46.91283,-114.72768,DOWO,0
465611444,7,46.91092,-114.72538,DOWO,0
465611444,8,46.90841,-114.72385,DOWO,0
465611444,9,46.9054,-114.72441,DOWO,0
465811650,1,46.97053,-116.84962,DOWO,0
465811650,2,46.97328,-116.84885,DOWO,0
465811650,3,46.97552,-116.84822,DOWO,0
465811650,4,46.97805,-116.84831,DOWO,0
470011609,6,46.9735,-116.15032,DOWO,0
470011609,7,46.97198,-116.15202,DOWO,0
470011609,9,46.971123,-116.157801,DOWO,0
470011609,10,46.969667,-116.15422,DOWO,0
470211521,3,47.044827,-115.341886,DOWO,0
470211521,4,47.045402,-115.338909,DOWO,0
470211521,5,47.045743,-115.335815,DOWO,0
470211521,6,47.046334,-115.330162,DOWO,0
470311611,6,47.07496,-116.18864,DOWO,0
470311611,7,47.07812,-116.18853,DOWO,0
470311611,8,47.08011,-116.18816,DOWO,0
470311611,9,47.08228,-116.18767,DOWO,0
470411618,5,47.085878,-116.319229,DOWO,0
470411618,6,47.086622,-116.321432,DOWO,0
470411618,7,47.08844,-116.320791,DOWO,0
470411618,9,47.09026,-116.32375,DOWO,0
470611633,3,47.110429,-116.573334,DOWO,0
470611633,4,47.10942,-116.56985,DOWO,0
470611633,5,47.10706,-116.5679,DOWO,0
470611633,6,47.10504,-116.56491,DOWO,0
470911425,4,47.14894,-114.42423,DOWO,0
470911425,5,47.15147,-114.42416,DOWO,0
470911425,6,47.15409,-114.42312,DOWO,0
470911425,7,47.1566,-114.42215,DOWO,0
471011426,7,47.17847,-114.43058,DOWO,0
471011426,8,47.18032,-114.43018,DOWO,0
471011426,9,47.18226,-114.42825,DOWO,0
471011426,10,47.18295,-114.42528,DOWO,0
471011616,6,47.178474,-116.272726,DOWO,0
471011616,7,47.177689,-116.275825,DOWO,0
471011616,8,47.175615,-116.277492,DOWO,0
471011616,9,47.173403,-116.278594,DOWO,0
471111610,1,47.187584,-116.187364,DOWO,0
471111610,3,47.18581,-116.19134,DOWO,0
471111610,5,47.183739,-116.191341,DOWO,0
471111610,7,47.18354,-116.18611,DOWO,0
471511601,5,47.26374,-116.03041,DOWO,0
471511601,7,47.26753,-116.02998,DOWO,0
471511601,9,47.27188,-116.03033,DOWO,0
471511601,10,47.2745,-116.03076,DOWO,0
471611332,2,47.26656,-113.5342,DOWO,0
471611332,3,47.26959,-113.53351,DOWO,0
471611332,4,47.271749,-113.532414,DOWO,0
471611332,5,47.26792,-113.52906,DOWO,0
471611454,1,47.26967,-114.89307,DOWO,0
471611454,2,47.26915,-114.89729,DOWO,0
471611454,3,47.26655,-114.89733,DOWO,0
471611454,4,47.2642,-114.89864,DOWO,0
471611659,3,47.272963,-115.978365,DOWO,0
471611659,5,47.272567,-115.974328,DOWO,0
471611659,7,47.27263,-115.970293,DOWO,0
471611659,9,47.271291,-115.966293,DOWO,0
471711328,7,47.26593,-113.45112,DOWO,0
471711328,8,47.26323,-113.45061,DOWO,0
471711328,9,47.261,-113.44872,DOWO,0
471711328,10,47.25859,-113.44657,DOWO,0
471711458,2,47.28592,-114.96602,DOWO,0
471711458,3,47.2874,-114.96334,DOWO,0
471711458,4,47.2899,-114.96095,DOWO,0
471711458,5,47.29226,-114.95983,DOWO,0
471811527,1,47.30472,-115.45208,DOWO,0
471811527,3,47.30064,-115.45103,DOWO,0
471811527,5,47.29638,-115.45205,DOWO,0
471811527,7,47.29239,-115.45303,DOWO,0
471811637,6,47.289981,-116.603623,DOWO,0
471811637,8,47.288532,-116.607664,DOWO,0
471811637,9,47.287663,-116.609854,DOWO,0
471811637,10,47.286584,-116.614291,DOWO,0
471911516,1,47.30558,-115.26831,DOWO,0
471911516,2,47.306,-115.26571,DOWO,0
471911516,3,47.30796,-115.2646,DOWO,0
471911516,4,47.30889,-115.26162,DOWO,0
471911516,5,47.30887,-115.26464,DOWO,0
471911516,6,47.30764,-115.26721,DOWO,0
471911516,7,47.30777,-115.27009,DOWO,0
471911516,8,47.308267,-115.273145,DOWO,0
471911516,9,47.306914,-115.277322,DOWO,0
471911524,5,47.32161,-115.4073,DOWO,0
471911524,6,47.32362,-115.40897,DOWO,0
471911524,7,47.3254,-115.40511,DOWO,0
471911546,5,47.3336,-115.76593,DOWO,0
471911546,6,47.33605,-115.76695,DOWO,0
471911546,7,47.338686,-115.769944,DOWO,0
471911546,8,47.3403,-115.77101,DOWO,0
471911617,5,47.303432,-116.28943,DOWO,0
471911617,7,47.301693,-116.293138,DOWO,0
471911617,8,47.299062,-116.292748,DOWO,0
471911617,9,47.296898,-116.294753,DOWO,0
471911639,2,47.32027,-116.66823,DOWO,0
471911639,3,47.321816,-116.668894,DOWO,0
471911639,4,47.324137,-116.669866,DOWO,0
471911639,5,47.326228,-116.668769,DOWO,0
472111332,4,47.34496,-113.55325,DOWO,0
472111332,6,47.34317,-113.55731,DOWO,0
472111332,7,47.34178,-113.5595,DOWO,0
472111332,8,47.33926,-113.55985,DOWO,0
472111332,10,47.33479,-113.56206,DOWO,0
472411335,5,47.40962,-113.58506,DOWO,0
472411335,6,47.40707,-113.58536,DOWO,0
472411335,7,47.40423,-113.58446,DOWO,0
472411335,8,47.40169,-113.58323,DOWO,0
472411531,7,47.39254,-115.53066,DOWO,0
